atc_code;atc_name;ddd;uom;adm_r;note;TRAD
G04CB;Testosterone-5-alpha reductase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA TESTOSTERONA-5-ALFA REDUCTASA
G04CB01;finasteride;5;mg;O;NA;FINASTERIDA
G04CB02;dutasteride;0.5;mg;O;NA;DUTASTERIDE
G04CB51;finasteride and tadalafil;NA;NA;NA;NA;FINASTERIDA Y TADALAFILO
G04CX;Other drugs used in benign prostatic hypertrophy;NA;NA;NA;NA;OTROS FÁRMACOS UTILIZADOS EN LA HIPERTROFIA PROSTÁTICA BENIGNA
G04CX01;Prunus africanae cortex;NA;NA;NA;NA;CORTEZA DE PRUNUS AFRICANAE
G04CX02;Sabalis serrulatae fructus;NA;NA;NA;NA;SABALIS SERRULATAE FRUCTUS
G04CX03;mepartricin;NA;NA;NA;NA;MEPARTRICINA
G04CX04;fexapotide;NA;NA;NA;NA;FEXAPOTIDA
H;SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS;NA;NA;NA;NA;PREPARACIONES HORMONALES SISTÉMICAS, EXC. HORMONAS SEXUALES E INSULINAS
H01;PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES;NA;NA;NA;NA;HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y ANÁLOGOS
H01A;ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES;NA;NA;NA;NA;HORMONAS DEL LÓFILO PITUITARIO ANTERIOR Y ANÁLOGOS
H01AA;ACTH;NA;NA;NA;NA;ACTH
H01AA01;corticotropin;25;U;P;NA;CORTICOTROPINA
H01AA02;tetracosactide;0.25;mg;P;NA;TETRACOSACTIDA
H01AB;Thyrotropin;NA;NA;NA;NA;TIROTROPINA
H01AB01;thyrotropin alfa;0.9;mg;P;NA;TIROTROPINA ALFA
H01AC;Somatropin and somatropin agonists;NA;NA;NA;NA;SOMATROPINA Y AGONISTAS DE LA SOMATROPINA
H01AC01;somatropin;2;U;P;NA;SOMATOTROPINA
H01AC02;somatrem;NA;NA;NA;NA;SOMATREM
H01AC03;mecasermin;2;mg;P;NA;MECASERMIN
H01AC04;sermorelin;NA;NA;NA;NA;SERMORELINA
H01AC05;mecasermin rinfabate;NA;NA;NA;NA;MECASERMIN RINFABATE
H01AC06;tesamorelin;NA;NA;NA;NA;TESAMORELIN
H01AC07;somapacitan;NA;NA;NA;NA;SOMAPACITAN
H01AC08;somatrogon;NA;NA;NA;NA;SOMATROGON
H01AC09;lonapegsomatropin;NA;NA;NA;NA;LONAPEGSOMATROPINA
H01AX;Other anterior pituitary lobe hormones and analogues;NA;NA;NA;NA;OTRAS HORMONAS DEL LÓFILO ANTERIOR DE LA HIPÓFISIS Y ANÁLOGOS
H01AX01;pegvisomant;10;mg;P;NA;PEGVISOMANT
H01B;POSTERIOR PITUITARY LOBE HORMONES;NA;NA;NA;NA;HORMONAS DEL LÓBULO HIPOFISARIO POSTERIOR
H01BA;Vasopressin and analogues;NA;NA;NA;NA;VASOPRESINA Y ANÁLOGOS
H01BA01;vasopressin (argipressin);40;U;P;NA;VASOPRESINA (ARGIPRESSINA)
H01BA02;desmopressin;25;mcg;N;NA;DESMOPRESINA
H01BA02;desmopressin;0.4;mg;O;NA;DESMOPRESINA
H01BA02;desmopressin;4;mcg;P;NA;DESMOPRESINA
H01BA02;desmopressin;0.24;mg;SL;base;DESMOPRESINA
H01BA03;lypressin;20;U;N;NA;LIPRESINA
H01BA03;lypressin;20;U;P;NA;LIPRESINA
H01BA04;terlipressin;12;mg;P;NA;TERLIPRESINA
H01BA05;ornipressin;5;U;P;NA;ORNIPRESINA
H01BB;Oxytocin and analogues;NA;NA;NA;NA;OXITOCINA Y ANÁLOGOS
H01BB01;demoxytocin;100;U;O;NA;DEMOXITOCINA
H01BB02;oxytocin;15;U;N;NA;OXITOCINA
H01BB02;oxytocin;200;U;O;NA;OXITOCINA
H01BB02;oxytocin;15;U;P;NA;OXITOCINA
H01BB03;carbetocin;0.1;mg;P;NA;CARBETOCINA
H01C;HYPOTHALAMIC HORMONES;NA;NA;NA;NA;HORMONAS HIPOTALÁMICAS
H01CA;Gonadotropin-releasing hormones;NA;NA;NA;NA;HORMONAS LIBERADORAS DE GONADOTROPINAS
H01CA01;gonadorelin;NA;NA;NA;NA;GONADORELINA
H01CA02;nafarelin;0.4;mg;N;NA;NAFARELIN
H01CB;Somatostatin and analogues;NA;NA;NA;NA;SOMATOSTATINA Y ANÁLOGOS
H01CB01;somatostatin;6;mg;P;NA;SOMATOSTATINA
H01CB02;octreotide;0.7;mg;P;NA;OCTREOTIDA
H01CB03;lanreotide;3;mg;P;NA;LANREOTIDA
H01CB04;vapreotide;NA;NA;NA;NA;VAPREOTIDA
H01CB05;pasireotide;1.2;mg;P;NA;PASIREOTIDA
H01CC;Anti-gonadotropin-releasing hormones;NA;NA;NA;NA;HORMONAS LIBERADORAS DE GONADOTROPINA
H01CC01;ganirelix;0.25;mg;P;NA;GANIRELIX
H01CC02;cetrorelix;0.25;mg;P;NA;CETRORELIX
H01CC03;elagolix;NA;NA;NA;NA;ELAGOLIX
H01CC04;linzagolix;NA;NA;NA;NA;LINZAGOLIX
H01CC53;elagolix, estradiol and norethisterone;NA;NA;NA;NA;ELAGOLIK, ESTRADIOL Y NORETISTERONA
H01CC54;relugolix, estradiol and norethisterone;NA;NA;NA;NA;RELUGOLIX, ESTRADIOL Y NORETISTERONA
H02;CORTICOSTEROIDS FOR SYSTEMIC USE;NA;NA;NA;NA;CORTICOIDES DE USO SISTÉMICO
H02A;CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN;NA;NA;NA;NA;CORTICOSTEROIDES DE USO SISTÉMICO, SIMPLES
H02AA;Mineralocorticoids;NA;NA;NA;NA;MINERALOCORTICOIDES
H02AA01;aldosterone;NA;NA;NA;NA;ALDOSTERONA
H02AA02;fludrocortisone;0.1;mg;O;NA;FLUDROCORTISONA
H02AA03;desoxycortone;5;mg;O;NA;DESOXICORTONA
H02AA03;desoxycortone;5;mg;P;NA;DESOXICORTONA
H02AB;Glucocorticoids;NA;NA;NA;NA;GLUCOCORTICOIDES
H02AB01;betamethasone;1.5;mg;O;NA;BETAMETASONA
H02AB01;betamethasone;1.5;mg;P;NA;BETAMETASONA
H02AB01;betamethasone;0.4;mg;P;depot;BETAMETASONA
H02AB02;dexamethasone;1.5;mg;O;NA;DEXAMETASONA
H02AB02;dexamethasone;1.5;mg;P;NA;DEXAMETASONA
H02AB03;fluocortolone;10;mg;O;NA;FLUOCORTOLONA
H02AB04;methylprednisolone;7.5;mg;O;NA;METILPREDNISOLONA
H02AB04;methylprednisolone;20;mg;P;NA;METILPREDNISOLONA
H02AB05;paramethasone;4;mg;O;NA;PARAMETASONA
H02AB05;paramethasone;4;mg;P;NA;PARAMETASONA
H02AB06;prednisolone;10;mg;O;NA;PREDNISOLONA
H02AB06;prednisolone;10;mg;P;NA;PREDNISOLONA
H02AB07;prednisone;10;mg;O;NA;PREDNISONA
H02AB08;triamcinolone;7.5;mg;O;NA;TRIAMCINOLONA
H02AB08;triamcinolone;7.5;mg;P;NA;TRIAMCINOLONA
H02AB09;hydrocortisone;30;mg;O;NA;HIDROCORTISONA
H02AB09;hydrocortisone;30;mg;P;NA;HIDROCORTISONA
H02AB10;cortisone;37.5;mg;O;NA;CORTISONA
H02AB10;cortisone;37.5;mg;P;NA;CORTISONA
H02AB11;prednylidene;12;mg;O;NA;PREDNYLIDENE
H02AB12;rimexolone;20;mg;P;intraarticular;RIMEXOLONA
H02AB13;deflazacort;15;mg;O;NA;DEFLAZACORT
H02AB14;cloprednol;NA;NA;NA;NA;CLOPREDNOL
H02AB15;meprednisone;NA;NA;NA;NA;MEPREDNISONA
H02AB17;cortivazol;NA;NA;NA;NA;CORTIVAZOL
H02AB18;vamorolone;NA;NA;NA;NA;VAMOROLONA
H02B;CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS;NA;NA;NA;NA;CORTICOIDES DE USO SISTÉMICO, COMBINACIONES
H02BX;Corticosteroids for systemic use, combinations;NA;NA;NA;NA;CORTICOIDES DE USO SISTÉMICO, COMBINACIONES
H02BX01;methylprednisolone, combinations;NA;NA;NA;NA;METILPREDNISOLONA, COMBINACIONES
H02C;ANTIADRENAL PREPARATIONS;NA;NA;NA;NA;PREPARACIONES ANTISUPRARRENALES
H02CA;Anticorticosteroids;NA;NA;NA;NA;ANTICORTICOIDES
H02CA01;trilostane;0.36;g;O;NA;TRILOSTANO
H02CA02;osilodrostat;10;mg;O;NA;OSILODROSTATO
H02CA03;ketoconazole;0.6;g;O;NA;KETOCONAZOL
H02CA04;levoketoconazole;NA;NA;NA;NA;LEVOKETOCONAZOL
H03;THYROID THERAPY;NA;NA;NA;NA;TERAPIA TIROIDEA
H03A;THYROID PREPARATIONS;NA;NA;NA;NA;PREPARACIONES PARA LA TIROIDES
H03AA;Thyroid hormones;NA;NA;NA;NA;HORMONAS TIROIDEAS
H03AA01;levothyroxine sodium;0.15;mg;O;NA;LEVOTIROXINA SÓDICA
H03AA01;levothyroxine sodium;0.15;mg;P;NA;LEVOTIROXINA SÓDICA
H03AA02;liothyronine sodium;60;mcg;O;NA;LIOTIRONINA SÓDICA
H03AA02;liothyronine sodium;60;mcg;P;NA;LIOTIRONINA SÓDICA
H03AA03;combinations of levothyroxine and liothyronine;NA;NA;NA;NA;COMBINACIONES DE LEVOTIROXINA Y LIOTIRONINA
H03AA04;tiratricol;NA;NA;NA;NA;TIRATRICOL
H03AA05;thyroid gland preparations;0.1;g;O;NA;PREPARACIONES DE LA GLÁNDULA TIROIDES
H03AA51;levothyroxine sodium and iodine compounds;NA;NA;NA;NA;COMPUESTOS DE LEVOTIROXINA, SODIO Y YODO
H03B;ANTITHYROID PREPARATIONS;NA;NA;NA;NA;PREPARACIONES ANTITIROIDEAS
H03BA;Thiouracils;NA;NA;NA;NA;TIOURACILOS
H03BA01;methylthiouracil;0.1;g;O;NA;METILTIOURACILO
H03BA02;propylthiouracil;0.1;g;O;NA;PROPILTIOURACILO
H03BA03;benzylthiouracil;NA;NA;NA;NA;BENCILTIOURACILO
H03BB;Sulfur-containing imidazole derivatives;NA;NA;NA;NA;DERIVADOS DEL IMIDAZOL QUE CONTIENEN AZUFRE
H03BB01;carbimazole;15;mg;O;NA;CARBIMAZOL
H03BB02;thiamazole;10;mg;O;NA;TIAMAZOL
H03BB52;thiamazole, combinations;NA;NA;NA;NA;TIAMAZOL, COMBINACIONES
H03BC;Perchlorates;NA;NA;NA;NA;PERCLORATOS
H03BC01;potassium perchlorate;NA;NA;NA;NA;PERCLORATO DE POTASIO
H03BX;Other antithyroid preparations;NA;NA;NA;NA;OTRAS PREPARACIONES ANTITIROIDEAS
H03BX01;diiodotyrosine;NA;NA;NA;NA;DIYODOTIROSINA
H03BX02;dibromotyrosine;NA;NA;NA;NA;DIBROMOTIROSINA
H03C;IODINE THERAPY;NA;NA;NA;NA;TERAPIA CON YODO
H03CA;Iodine therapy;NA;NA;NA;NA;TERAPIA CON YODO
H03CA;Iodine therapy;0.33;g;O;NA;TERAPIA CON YODO
H03CA;Iodine therapy;0.33;g;P;NA;TERAPIA CON YODO
H04;PANCREATIC HORMONES;NA;NA;NA;NA;HORMONAS PÁNCREAS
H04A;GLYCOGENOLYTIC HORMONES;NA;NA;NA;NA;HORMONAS GLUCOGENOLÍTICAS
H04AA;Glycogenolytic hormones;NA;NA;NA;NA;HORMONAS GLUCOGENOLÍTICAS
H04AA01;glucagon;3;mg;N;NA;GLUCAGÓN
H04AA01;glucagon;1;mg;P;NA;GLUCAGÓN
H04AA02;dasiglucagon;NA;NA;NA;NA;DASIGLUCAGON
H05;CALCIUM HOMEOSTASIS;NA;NA;NA;NA;HOMEOSTASIS DEL CALCIO
H05A;PARATHYROID HORMONES AND ANALOGUES;NA;NA;NA;NA;HORMONAS PARATIROIDEAS Y ANÁLOGOS
H05AA;Parathyroid hormones and analogues;NA;NA;NA;NA;HORMONAS PARATIROIDEAS Y ANÁLOGOS
H05AA01;parathyroid gland extract;NA;NA;NA;NA;EXTRACTO DE GLÁNDULA PARATIROIDES
H05AA02;teriparatide;20;mcg;P;NA;TERIPARATIDA
H05AA03;parathyroid hormone;0.1;mg;P;NA;HORMONA PARATIROIDEA
H05AA04;abaloparatide;NA;NA;NA;NA;ABALOPARATIDA
H05AA05;palopegteriparatide;NA;NA;NA;NA;PALOPEGTERIPARATIDA
H05B;ANTI-PARATHYROID AGENTS;NA;NA;NA;NA;AGENTES ANTIPARATIROIDEOS
H05BA;Calcitonin preparations;NA;NA;NA;NA;PREPARACIONES DE CALCITONINA
H05BA01;calcitonin (salmon synthetic);200;U;N;NA;CALCITANINA (SALMÓN SINTÉTICO)
H05BA01;calcitonin (salmon synthetic);100;U;P;NA;CALCITANINA (SALMÓN SINTÉTICO)
H05BA02;calcitonin (pork natural);100;U;P;NA;CALCITANINA (CARNE DE CERDO NATURAL)
H05BA03;calcitonin (human synthetic);100;U;P;NA;CALCITANINA (SINTÉTICA HUMANA)
H05BA04;elcatonin;NA;NA;NA;NA;ELCATONINA
H05BX;Other anti-parathyroid agents;NA;NA;NA;NA;OTROS AGENTES ANTIPARATIROIDEOS
H05BX01;cinacalcet;60;mg;O;NA;CINACALCET
H05BX02;paricalcitol;2;mcg;O;NA;PARICALCITOL
H05BX02;paricalcitol;2;mcg;P;NA;PARICALCITOL
H05BX03;doxercalciferol;NA;NA;NA;NA;DOXERCALCIFEROL
H05BX04;etelcalcetide;2.1;mg;P;NA;ETELCALCETIDE
H05BX05;calcifediol;30;mcg;O;NA;CALCIFEDIOL
H05BX06;evocalcet;2.5;mg;O;NA;EVOCALCET
J;ANTIINFECTIVES FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIINFECCIOSOS DE USO SISTÉMICO
J01;ANTIBACTERIALS FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIBACTERIANOS DE USO SISTÉMICO
J01A;TETRACYCLINES;NA;NA;NA;NA;TETRACICLINAS
J01AA;Tetracyclines;NA;NA;NA;NA;TETRACICLINAS
J01AA01;demeclocycline;0.6;g;O;NA;DEMECLOCICLINA
J01AA02;doxycycline;0.1;g;O;NA;DOXICICLINA
J01AA02;doxycycline;0.1;g;P;NA;DOXICICLINA
J01AA03;chlortetracycline;1;g;O;NA;CLORTETRACICLINA
J01AA04;lymecycline;0.6;g;O;NA;LIMECICLINA
J01AA04;lymecycline;0.6;g;P;NA;LIMECICLINA
J01AA05;metacycline;0.6;g;O;NA;METACICLINA
J01AA06;oxytetracycline;1;g;O;NA;OXITETRACICLINA
J01AA06;oxytetracycline;1;g;P;NA;OXITETRACICLINA
J01AA07;tetracycline;1;g;O;NA;TETRACICLINA
J01AA07;tetracycline;1;g;P;NA;TETRACICLINA
J01AA08;minocycline;0.2;g;O;NA;MINOCICLINA
J01AA08;minocycline;0.2;g;P;NA;MINOCICLINA
J01AA09;rolitetracycline;0.35;g;P;NA;ROLITETRACICLINA
J01AA10;penimepicycline;NA;NA;NA;NA;PENIMEPICICLINA
J01AA11;clomocycline;1;g;O;NA;CLOMOCICLINA
J01AA12;tigecycline;0.1;g;P;NA;TIGECICLINA
J01AA13;eravacycline;0.14;g;P;NA;ERAVACICLINA
J01AA14;sarecycline;0.1;g;O;NA;SARECICLINA
J01AA15;omadacycline;0.3;g;O;NA;OMADACICLINA
J01AA15;omadacycline;0.1;g;P;NA;OMADACICLINA
J01AA20;combinations of tetracyclines;NA;NA;NA;NA;COMBINACIONES DE TETRACICLINAS
J01AA56;oxytetracycline, combinations;NA;NA;NA;NA;OXITETRACICLINA, COMBINACIONES
J01B;AMPHENICOLS;NA;NA;NA;NA;AMPHENICOLS
J01BA;Amphenicols;NA;NA;NA;NA;ANFENICOLES
J01BA01;chloramphenicol;3;g;O;NA;CLORANFENICOL
J01BA01;chloramphenicol;3;g;P;NA;CLORANFENICOL
J01BA02;thiamphenicol;1.5;g;O;NA;TIANFENICOL
J01BA02;thiamphenicol;1.5;g;P;NA;TIANFENICOL
J01BA52;thiamphenicol, combinations;NA;NA;NA;NA;TIANFENICOL, COMBINACIONES
J01C;BETA-LACTAM ANTIBACTERIALS, PENICILLINS;NA;NA;NA;NA;BETALACTÁMICOS ANTIBACTERIANOS, PENICILINAS
J01CA;Penicillins with extended spectrum;NA;NA;NA;NA;PENICILINAS DE ESPECTRO EXTENDIDO
J01CA01;ampicillin;2;g;O;NA;AMPICILINA
J01CA01;ampicillin;6;g;P;NA;AMPICILINA
J01CA01;ampicillin;2;g;R;NA;AMPICILINA
J01CA02;pivampicillin;1.05;g;O;NA;PIVAMPICILINA
J01CA03;carbenicillin;12;g;P;NA;CARBENICILINA
J01CA04;amoxicillin;1.5;g;O;NA;AMOXICILINA
J01CA04;amoxicillin;3;g;P;NA;AMOXICILINA
J01CA05;carindacillin;4;g;O;NA;CARINDICILLINA
J01CA06;bacampicillin;1.2;g;O;NA;BACAMPICILINA
J01CA07;epicillin;2;g;O;NA;EPICILINA
J01CA07;epicillin;2;g;P;NA;EPICILINA
J01CA08;pivmecillinam;0.6;g;O;NA;PIVMECILLINAM
J01CA09;azlocillin;12;g;P;NA;AZLOCILINA
J01CA10;mezlocillin;6;g;P;NA;MEZLOCILINA
J01CA11;mecillinam;1.2;g;P;NA;MECILINAM
J01CA12;piperacillin;14;g;P;NA;PIPERACILINA
J01CA13;ticarcillin;15;g;P;NA;TICARCILINA
J01CA14;metampicillin;1.5;g;O;NA;METAMPICILINA
J01CA14;metampicillin;1.5;g;P;NA;METAMPICILINA
J01CA15;talampicillin;2;g;O;NA;TALAMPICILINA
J01CA16;sulbenicillin;15;g;P;NA;SULBENICILLINA
J01CA17;temocillin;4;g;P;NA;TEMOCILLINA
J01CA18;hetacillin;2;g;O;NA;HETACILLINA
J01CA19;aspoxicillin;4;g;P;NA;ASPOXICILINA
J01CA20;combinations;NA;NA;NA;NA;COMBINACIONES
J01CA51;ampicillin, combinations;NA;NA;NA;NA;AMPICILINA, COMBINACIONES
J01CE;Beta-lactamase sensitive penicillins;NA;NA;NA;NA;PENICILINAS SENSIBLES A LOS BETALACTAMASAS
J01CE01;benzylpenicillin;3.6;g;P;NA;BENZILPENICILINA
J01CE02;phenoxymethylpenicillin;2;g;O;NA;FENOXIMETILPENICILINA
J01CE03;propicillin;0.9;g;O;NA;PROPICILLINA
J01CE04;azidocillin;1.5;g;O;NA;AZIDOCILLINA
J01CE05;pheneticillin;1;g;O;NA;FENETICILINA
J01CE06;penamecillin;1.05;g;O;NA;PENEMICILINA
J01CE07;clometocillin;1;g;O;NA;CLOMETOCILLINA
J01CE08;benzathine benzylpenicillin;3.6;g;P;Expressed as benzylpenicillin;BENZATÍNICA BENCILPENICILINA
J01CE09;procaine benzylpenicillin;0.6;g;P;NA;PROCAÍNA BENCILPENICILINA
J01CE10;benzathine phenoxymethylpenicillin;2;g;O;NA;BENZATÍNICA FENOXIMETILPENICILINA
J01CE30;combinations;NA;NA;NA;NA;COMBINACIONES
J01CF;Beta-lactamase resistant penicillins;NA;NA;NA;NA;PENICILINAS RESISTENTES A BETALACTAMASAS
J01CF01;dicloxacillin;2;g;O;NA;DICLOXACILINA
J01CF01;dicloxacillin;2;g;P;NA;DICLOXACILINA
J01CF02;cloxacillin;2;g;O;NA;CLOXACILINA
J01CF02;cloxacillin;2;g;P;NA;CLOXACILINA
J01CF03;meticillin;4;g;P;NA;METICILINA
J01CF04;oxacillin;2;g;O;NA;OXACILINA
J01CF04;oxacillin;2;g;P;NA;OXACILINA
J01CF05;flucloxacillin;2;g;O;NA;FLUCLOXACILINA
J01CF05;flucloxacillin;2;g;P;NA;FLUCLOXACILINA
J01CF06;nafcillin;3;g;P;NA;NAFCILINA
J01CG;Beta-lactamase inhibitors;NA;NA;NA;NA;INHIBIDORES DE BETALACTAMASAS
J01CG01;sulbactam;1;g;P;NA;SULBACTAM
J01CG02;tazobactam;NA;NA;NA;NA;TAZOBACTAM
J01CR;Combinations of penicillins, incl. beta-lactamase inhibitors;NA;NA;NA;NA;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA
J01CR01;ampicillin and beta-lactamase inhibitor;6;g;P;Refers to ampicillin;INHIBIDOR DE LA AMPICILINA Y LA BETALACTAMASA
J01CR02;amoxicillin and beta-lactamase inhibitor;1.5;g;O;Refers to amoxicillin;AMOXICILINA E INHIBIDOR DE BETALACTAMASAS
J01CR02;amoxicillin and beta-lactamase inhibitor;3;g;P;Refers to amoxicillin;AMOXICILINA E INHIBIDOR DE BETALACTAMASAS
J01CR03;ticarcillin and beta-lactamase inhibitor;15;g;P;Refers to ticarcillin;INHIBIDOR DE LA TICICILINA Y LA BETALACTAMASAS
J01CR04;sultamicillin;1.5;g;O;NA;SULTAMICILINA
J01CR05;piperacillin and beta-lactamase inhibitor;14;g;P;Refers to piperacillin;PIPERACILINA E INHIBIDOR DE LA BETALACTAMASA
J01CR50;combinations of penicillins;NA;NA;NA;NA;COMBINACIONES DE PENICILINAS
J01D;OTHER BETA-LACTAM ANTIBACTERIALS;NA;NA;NA;NA;OTROS ANTIBACTERIANOS BETALACTÁMICOS
J01DB;First-generation cephalosporins;NA;NA;NA;NA;CEFALOSPORINAS DE PRIMERA GENERACIÓN
J01DB01;cefalexin;2;g;O;NA;CEFALEXINA
J01DB02;cefaloridine;3;g;P;NA;CEFALORIDINA
J01DB03;cefalotin;4;g;P;NA;CEFALOTINA
J01DB04;cefazolin;3;g;P;NA;CEFAZOLINA
J01DB05;cefadroxil;2;g;O;NA;CEFADROXIL
J01DB06;cefazedone;3;g;P;NA;CEFAZEDONA
J01DB07;cefatrizine;1;g;O;NA;CEFATRIZINA
J01DB08;cefapirin;4;g;P;NA;CEFAPIRINA
J01DB09;cefradine;2;g;O;NA;CEFRADINA
J01DB09;cefradine;2;g;P;NA;CEFRADINA
J01DB10;cefacetrile;NA;NA;NA;NA;CEFACETRILO
J01DB11;cefroxadine;2.1;g;O;NA;CEFROXADINA
J01DB12;ceftezole;3;g;P;NA;CEFTEZOL
J01DC;Second-generation cephalosporins;NA;NA;NA;NA;CEFALOSPORINAS DE SEGUNDA GENERACIÓN
J01DC01;cefoxitin;6;g;P;NA;CEFOXITIN
J01DC02;cefuroxime;0.5;g;O;NA;CEFUROXIMA
J01DC02;cefuroxime;3;g;P;NA;CEFUROXIMA
J01DC03;cefamandole;6;g;P;NA;CEFAMANDOLE
J01DC04;cefaclor;1;g;O;NA;CEFACLOR
J01DC05;cefotetan;4;g;P;NA;CEFOTETÁN
J01DC06;cefonicid;1;g;P;NA;CEFONICID
J01DC07;cefotiam;1.2;g;O;NA;CEFOTIAM
J01DC07;cefotiam;4;g;P;NA;CEFOTIAM
J01DC08;loracarbef;0.6;g;O;NA;LORACARBEF
J01DC09;cefmetazole;4;g;P;NA;CEFMETAZOL
J01DC10;cefprozil;1;g;O;NA;CEFPROZIL
J01DC11;ceforanide;4;g;P;NA;CEFORANIDA
J01DC12;cefminox;4;g;P;NA;CEFMINOX
J01DC13;cefbuperazone;2;g;P;NA;CEFBUPERAZONA
J01DC14;flomoxef;2;g;P;NA;FLOMOXEF
J01DC52;cefuroxime and beta-lactamase inhibitor;0.5;g;O;Refers to cefuroxime;CEFUROXIMA E INHIBIDOR DE BETALACTAMASAS
J01DD;Third-generation cephalosporins;NA;NA;NA;NA;CEFALOSPORINAS DE TERCERA GENERACIÓN
J01DD01;cefotaxime;4;g;P;NA;CEFOTAXIMA
J01DD02;ceftazidime;4;g;P;NA;CEFTAZIDIMA
J01DD03;cefsulodin;4;g;P;NA;CEFSULODIN
J01DD04;ceftriaxone;2;g;P;NA;CEFTRIAXONA
J01DD05;cefmenoxime;2;g;P;NA;CEFMENOXIMA
J01DD06;latamoxef;4;g;P;NA;LATAMOXEF
J01DD07;ceftizoxime;4;g;P;NA;CEFTIZOXIMA
J01DD08;cefixime;0.4;g;O;NA;CEFIXIMA
J01DD09;cefodizime;2;g;P;NA;CEFODIZIMA
J01DD10;cefetamet;1;g;O;NA;CEFETAMET
J01DD11;cefpiramide;2;g;P;NA;CEFPIRAMIDA
J01DD12;cefoperazone;4;g;P;NA;CEFOPERAZONA
J01DD13;cefpodoxime;0.4;g;O;NA;CEFPODOXIMA
J01DD14;ceftibuten;0.4;g;O;NA;CEFTIBUTEN
J01DD15;cefdinir;0.6;g;O;NA;CEFDINIR
J01DD16;cefditoren;0.4;g;O;NA;CEFDITOREN
J01DD17;cefcapene;0.45;g;O;NA;CEFCAPENO
J01DD18;cefteram;0.4;g;O;NA;CEFTERAM
J01DD51;cefotaxime and beta-lactamase inhibitor;NA;NA;NA;NA;CEFOTAXIMA E INHIBIDOR DE BETALACTAMASAS
J01DD52;ceftazidime and beta-lactamase inhibitor;6;g;P;Refers to ceftazidime;CEFTAZIDIMA E INHIBIDOR DE BETALACTAMASAS
J01DD54;ceftriaxone, combinations;NA;NA;NA;NA;CEFTRIAXONA, COMBINACIONES
J01DD58;cefixime and beta-lactamase inhibitor;NA;NA;NA;NA;CEFIXIMA E INHIBIDOR DE LA BETALACTAMASA
J01DD62;cefoperazone and beta-lactamase inhibitor;4;g;P;Refers to cefoperazone;CEFOPERAZONA E INHIBIDOR DE BETALACTAMASAS
J01DD63;ceftriaxone and beta-lactamase inhibitor;2;g;P;Refers to ceftriaxone;CEFTRIAXONA E INHIBIDOR DE LA BETALACTAMASAS
J01DD64;cefpodoxime and beta-lactamase inhibitor;0.4;g;O;Refers to cefpodoxime;CEFPODOXIMA E INHIBIDOR DE BETALACTAMASAS
J01DE;Fourth-generation cephalosporins;NA;NA;NA;NA;CEFALOSPORINAS DE CUARTA GENERACIÓN
J01DE01;cefepime;4;g;P;NA;CEFEPIMA
J01DE02;cefpirome;4;g;P;NA;CEFPIROMA
J01DE03;cefozopran;4;g;P;NA;CEFOZOPRAN
J01DE51;cefepime and beta-lactamase inhibitor;NA;NA;NA;NA;CEFEPIMA E INHIBIDOR DE BETALACTAMASAS
J01DF;Monobactams;NA;NA;NA;NA;MONOBACTÁMICOS
J01DF01;aztreonam;0.225;g;Inhal.solution;NA;AZTREONAM
J01DF01;aztreonam;4;g;P;NA;AZTREONAM
J01DF02;carumonam;2;g;P;NA;CARUMONAM
J01DH;Carbapenems;NA;NA;NA;NA;CARBAPENEMS
J01DH02;meropenem;3;g;P;NA;MEROPENEM
J01DH03;ertapenem;1;g;P;NA;ERTAPENEM
J01DH04;doripenem;1.5;g;P;NA;DORIPENEM
J01DH05;biapenem;1.2;g;P;NA;BIAPENEM
J01DH06;tebipenem pivoxil;0.56;g;O;NA;TEBIPENEM PIVOXIL
J01DH51;imipenem and cilastatin;2;g;P;Refers to imipenem;IMIPENEM Y CILASTATINA
J01DH52;meropenem and vaborbactam;3;g;P;Refers to meropenem;MEROPENEM Y VABORBACTAM
J01DH55;panipenem and betamipron;2;g;P;Refers to panipenem;PANIPENEM Y BETAMIPRON
J01DH56;imipenem, cilastatin and relebactam;2;g;P;Refers to imipenem;IMIPENEM, CILASTATINA Y RELEBACTAM
J01DI;Other cephalosporins and penems;NA;NA;NA;NA;OTRAS CEFALOSPORINAS Y PENEMS
J01DI01;ceftobiprole medocaril;1.5;g;P;NA;CEFTOBIPROLE MEDOCARIL
J01DI02;ceftaroline fosamil;1.2;g;P;NA;CEFTAROLINA FOSAMIL
J01DI03;faropenem;0.75;g;O;NA;FAROPENEM
J01DI04;cefiderocol;6;g;P;NA;CEFIDEROCOL
J01DI54;ceftolozane and beta-lactamase inhibitor;3;g;P;Refers to ceftolozane;CEFTOLOZANO E INHIBIDOR DE BETALACTAMASAS
